"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T3","1","CHECK IN T3 INT","HCI.T3.INT",,,,"4","Satisfied","4",,,,,,,,,,"9c6a9ca9-9efd-4163-a76d-3e456c9dd578","Partial",,"09-07-2026 00:59:01",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T3","1","BOARDING LOUNGE T3 INT","BL.T3.INT",,,,"5","Satisfied","5",,,,,,,,,,"e7381a7b-d15c-4beb-b5a5-12e432ffd12f","Partial",,"09-07-2026 09:13:15",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","KNO","3","TOILET,D2 WANITA","KNO-TW-D02",,,,"2","Not Satisfied","2","Toilet ada 6 pintu semuanya banjir dan bau","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","1","1","1","1","1","1","ddb2dfcf-d8a8-4363-97ab-440f2a0fcce3","Completed",,"08-07-2026 18:26:53",,"51553",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","UPG","5","TOILET 1H BAGGAGE CLAIM DOMESTIK PRIA","UPG-TOILET-1H_P",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","bab1b0a1-08c1-4aee-9d22-5453882b7a94","Completed",,"08-07-2026 19:23:34",,"40087",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"3","Neutral","3","keran shower nya ga keluar air pak, berasa kena prank😭","Security Checkpoint Efficiency and Procedures","Negative","3","3","3","3","3","3","782f1a25-c973-49a1-b384-165bc600808d","Partial",,"08-07-2026 19:01:30",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","YIA","4","TOILET GEDUNG PENGHUBUNG WANITA","YIA-TOI-PHB-W",,,,"3","Neutral","3","cleaning servise harusnya membersihkan agar tdk basah dan bau pesing","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","4","4","3","3","3","3","bad1d7a1-d6f1-42f5-8085-28dc040e2e37","Completed",,"08-07-2026 20:33:00",,"110433",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P",,,,"3","Neutral","3","Sabun cuci tangan habis. Keluarnya sangat sedikit dan tidak berbusa.","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","3","3","3","3","4","4","c99c239a-8857-4a42-8bf4-df19f9357521","Completed",,"08-07-2026 21:56:16",,"139525",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN WANITA","B. HCI. W",,,,"5","Satisfied","5","Petugas baik","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","323d90aa-76c7-4aa3-98f4-ef92402c823d","Completed",,"09-07-2026 07:28:43",,"34110",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-5 WANITA","A.BL5.W",,,,"5","Satisfied","5","Toilet bersih & harum","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","47bdd57d-7757-4913-94be-fc8c79786c98","Completed",,"09-07-2026 07:37:09",,"31388",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN PRIA","B. HCI. P",,,,"5","Satisfied","5","Petugas ramah dan toilet bersih","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","9ec02071-6260-4391-96ed-289bff907009","Completed",,"09-07-2026 07:39:12",,"36774",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
