"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"11","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 WANITA","I.F.03.W",,,,"5","Satisfied","5","Toilet bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","9e8012a7-be8f-4e3a-ae78-8cca0b20accd","Completed",,"03-06-2026 23:34:07",,"59414",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 WANITA","I.F.03.W",,,,"5","Satisfied","5","Toilet bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","ef66b166-d312-4603-ba50-9e0ca5a57a14","Completed",,"03-06-2026 23:34:37",,"24905",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR GATE 6 PRIA","I.G.07.P",,,,"5","Satisfied","5","Petugas ramah","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","0d5976e7-939e-45a5-b1bc-a32bbbd99007","Completed",,"04-06-2026 04:08:00",,"22390",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"14","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR GATE 6 PRIA","I.G.07.P",,,,"5","Satisfied","5","Toilet bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","60417343-d9ee-4f5a-a55e-5357b276b77c","Completed",,"04-06-2026 04:08:26",,"21711",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"15","API dan IAS","KNO","3","TOILET,A6 PRIA","KNO-TP-A06",,,,"5","Satisfied","5",,,,,,,,,,"e1d6e88c-6266-401f-9cd8-012057cd2887","Partial",,"04-06-2026 03:53:22",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"16","API dan IAS","KNO","3","TOILET,P3 PRIA","KNO-TP-P03",,,,"5","Satisfied","5",,,,,,,,,,"a24a8ade-f260-4ec7-9143-73edc7647144","Partial",,"04-06-2026 07:42:34",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"17","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Tetap dipertahankan kebersihan, kenyamanan, keamanan dan keramahan nya","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","b40424e8-5cbc-4e7f-b826-63762b8a1bd2","Completed",,"04-06-2026 08:35:27",,"117491",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"18","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5",,,,,,,,,,"035614a4-ae48-40b4-859a-9e490f42d9ef","Partial",,"04-06-2026 08:13:50",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"19","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CORRIDOR GATE 14 WANITA","D.G.07.W",,,,"5","Satisfied","5","Ada rembesan air di bawah washtafel","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","5","5","5","5","5","5","72154575-4fb3-4009-aaf1-075fc699772a","Completed",,"04-06-2026 09:22:35",,"106937",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"20","API dan IAS","CGK T1","1","TOILET T1B - BOARDING ROOM T1B-7 PRIA","B. BL7. P",,,,"5","Satisfied","5","pelayanan & kebersihannya sangat memuaskan","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","0605bd3e-e0aa-44e4-9cad-005fd2d6a82a","Completed",,"04-06-2026 10:42:46",,"60240",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"21","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR BEFORE SCP WANITA","B. SA. W",,,,"5","Satisfied","5","sangat puas dengan pelayanan,kebersihan & keramahtamahannya","Customer Service and Staff Behavior|Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","d22cca90-170c-49d9-9b2a-0c241936c755","Completed",,"04-06-2026 10:44:28",,"58784",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"22","API dan IAS","CGK T1","1","TOILET T1B - BOARDING ROOM T1B-3 PRIA","B. BL3. P",,,,"5","Satisfied","5","Keren n harum, trimakasih utk semua orang orang baik dan profesional. Love it so much","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","4053b2cd-5379-4f54-866e-9a7cd268a974","Completed",,"04-06-2026 13:05:17",,"95879",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"23","API dan IAS","SUB","4","T1,LOBBY 3,WANITA","SUB-TOILE-T1-LOBBY 3,WANITA",,,,"2","Not Satisfied","2","Sebenernya secara fasilitas oke, tapi ini bagian bersih bersihnya sumpah ngeselin, tiap kesini kalau yang jaga mbak mbak muda bersihinnya sambil marah marah, pintu dibanting, toilet sekolah sengaja di pukul pake gagang pembersih, ada aja deh pokoknya, mana tiap ada orang cuci muka (bukan saya) mukanya gak seneng terus ngedengus, kaya? kan emang ini tugasmu, kok kaya gitu sih.","Customer Service and Staff Behavior|Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","2","2","5","5","5","5","2f230574-38e9-43c0-97b7-3dd01a5d6ef7","Completed",,"04-06-2026 13:25:43",,"143436",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"24","API dan IAS","KNO","3","TOILET,D4 WANITA","KNO-TW-D04",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","92aec749-80b0-4263-912d-24d873d0b840","Completed",,"04-06-2026 15:19:41",,"51775",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
