"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T2","1","PRAYING ROOM T2D - TRANSIT","API-PRAYING ROOM-CGK T2-TRS D PR",,,,"5","Satisfied","5","Agar dpt disediakan kursi utk yg tdk bs sholat pd umum nya","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative",,,"5","5","5","5","7382b449-062e-4caa-b7b3-121f65f40674","Completed",,"16-06-2026 20:16:14",,"100730",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API","SUB","4","T1, BAGGAGE CLAIM 1A","SUB-NURSE-T1- BAGGAGE CLAIM 1A",,,,"3","Neutral","3","Tempat sampah kurang gede . 
Lampu Terlalu gelap 
Meja terlalu tinggi 
Tidak ada dispenser buat air panas dan dingin. 
Harus Ada dispenser 
Tidak ada ac pendingin .","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Negative",,,"2","2","2","2","07246301-4391-4e9c-8922-c0e336107db1","Completed",,"16-06-2026 19:44:10",,"115809",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API","SUB","4","T1,DEPP 1","SUB-CHECK-T1-DEPP 1",,,,"1","Not Satisfied","1","Line too long for check in","Check-in Process and Counter Availability","Negative","1","1","1","1","1","1","ad3b14cc-7ca4-4de2-9742-7be2273910c7","Completed",,"16-06-2026 16:53:00",,"61234",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"4","Satisfied","4",,,,,,,,,,"1ca73bb7-c096-408a-884c-63efb7cf9420","Partial",,"16-06-2026 16:25:13",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5","Ada ptgs membantu menawarkan will chair bl ada penumpang manula atau kesulitan berjalan","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","e824297b-d391-4017-a1d1-0deff36e41b4","Completed",,"16-06-2026 19:48:57",,"200840",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"4","Satisfied","4",,,,,,,,,,"727dbf5c-e6e4-46af-8f36-46d3d160633b","Partial",,"16-06-2026 20:31:08",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","CHECK IN T3 DOM","HCI.T3.DOM",,,,"5","Satisfied","5",,,,,,,,,,"ad7dcb77-6fcc-4a27-af97-6ab6275fab07","Partial",,"17-06-2026 07:29:38",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API","BPN","6","CHECK IN ISLAND D","BPN-CI-D",,,,"1","Not Satisfied","1","Dari pihak lion group tidak menyediakan kursi roda untuk jamaah haji yg memerlukan, sudah komplain tapi satu jam lebih Kursi roda tidak kunjung datang","Customer Service and Staff Behavior","Negative","1","1","1","1","1","1","98945ba5-f2ba-460f-a4c7-338b1a609cb5","Completed",,"17-06-2026 11:34:18",,"127769",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","SUB","4","T1,LOBBY 2 DANTE,WANITA","SUB-TOILE-T1-LOBBY 2 DANTE,WANITA",,,,"3","Neutral","3","Bau Pesing","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","3","3","3","3","2","2","0fe9d9a1-2cce-420a-8830-dd52d04daefc","Partial",,"16-06-2026 16:52:21",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR GATE 5 PRIA","I.G.09.P",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","c8788f17-0b97-4526-a68d-5685dfd411e3","Completed",,"16-06-2026 22:23:28",,"18675",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
