"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"11","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Sangat bersih, dan ramah","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","bd77f0ac-eacf-4a97-9ebe-acb192fe10de","Completed",,"16-06-2026 23:37:02",,"109880",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Semua aman dan bersih…","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","4","4","5cc3b9f6-cd05-40c4-8f9b-1c0e2df54d66","Completed",,"17-06-2026 01:28:50",,"59876",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"5","Satisfied","5","Termakasih. Toiletnya sangat bersih ❤️❤️❤️ Berkah selalu dan sehat selalu buat para karyawan d toilet 🤗🤗🤗","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","6b31fa46-d417-4378-aede-c49af57dfa07","Completed",,"17-06-2026 06:54:32",,"269347",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"14","API dan IAS","CGK T3","1","TOILET T3 INT - PARKING PRIA","PI.03.U.P",,,,"5","Satisfied","5","Saran tambahkan keset anti slip untuk masuk atau keluar toilet.","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","5","5","5","5","5","5","ecf89431-4ab8-43bd-80f0-f7914bb60479","Completed",,"17-06-2026 07:04:25",,"116793",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"15","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5","Sangat ramah pelayanannya. Toiletnya bersih. Mantap. Lanjutkan. Tingkatkan!","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","a9a44c66-09ba-4850-8307-7a99a921267f","Completed",,"17-06-2026 07:35:01",,"48321",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"16","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P",,,,"5","Satisfied","5","Toilet kering","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","5","5","5","5","5","5","fb198ba5-8644-428f-8128-072299ff8ad7","Completed",,"17-06-2026 09:01:54",,"85073",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"17","API dan IAS","UPG","5","TOILET 1C KEDATANGAN DOM TS 1 LANTAI 1 WANITA","UPG-TOILET-1C_W",,,,"4","Satisfied","4",,,,,,,,,,"3bbdbcdb-14bb-4787-9974-8c353dfe3363","Partial",,"17-06-2026 09:30:10",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"18","API dan IAS","CGK T3","1","TOILET T3 DOM - SCP PRIA","D.S.02.P",,,,"5","Satisfied","5","Toilet bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","6a721e13-87cb-4083-8c6a-7bd9362dbda6","Completed",,"17-06-2026 10:25:32",,"35678",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"19","API dan IAS","KNO","3","TOILET,P6 PRIA","KNO-TP-P06",,,,"5","Satisfied","5","Very comfy and fresh air. Love it! ✨🔥","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Positive","5","5","5","5","5","5","78cca3eb-5a86-4d17-9189-e2447c752087","Partial",,"17-06-2026 13:10:58",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"20","API","SUB","4","T1,LOBBY 4 PARKIR VALLET,PRIA","SUB-TOILE-T1-LOBBY 4 PARKIR VALLE",,,,"5","Satisfied","5","Top","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Positive","5","5","5","5","5","5","8e49910e-d547-4442-99f7-bf1d072f85e9","Completed",,"17-06-2026 13:44:50",,"35467",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
