"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T3","1","SCP T3 DOM","SCP2.T3.DOM",,,,"5","Satisfied","5","Pengharum ruangan yg nyaman, agar lebih top lg","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Positive","5","5","5","5","5","5","05b420bf-bb12-4a06-8f98-a5852ac83b56","Completed",,"28-06-2026 09:21:35",,"184790",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","PRAYING ROOM T2D - BOARDING ROOM T2D-7","API-PRAYING ROOM-CGK T2-BL D7 PR",,,,"2","Not Satisfied","2",,,,,,,,,,"7ac0c0d6-91f2-402c-9bdb-d8124edfb01c","Partial",,"27-06-2026 18:55:49",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5","No",,"Negative","5","5","5","5","5","5","e80b4bea-db23-4bd7-becd-e7f282c9aaa9","Completed",,"28-06-2026 15:56:08",,"129729",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API","SUB","4","T1,GATE 12","SUB-BOARD-T1-GATE 12",,,,"5","Satisfied","5","Sangat bagus","Operational Efficiency and Overall Satisfaction (Flight Punctuality, Service Quality, Facility Improvements)","Positive","5","5","5","5","5","5","9c9b4e92-09cc-4f13-aef2-4151548c0a88","Completed",,"28-06-2026 09:38:01",,"60655",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 WANITA","D.F.03.W",,,,"5","Satisfied","5","Toiletny wangi,sangat bersih dan petugas sangat ramah .trimakasih kakak Isma dan Mulyanah.","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","c9f032ea-6b2c-4fe7-ad81-c442cd7b2be2","Completed",,"27-06-2026 16:32:02",,"159665",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","KNO","3","TOILET,A6 WANITA","KNO-TW-A06",,,,"5","Satisfied","5","Karyawannya sangat ramah dan toiletnya bersih 😍","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","98c1499b-0b73-4fa5-96f5-2d9adfe070c3","Completed",,"27-06-2026 16:34:09",,"63857",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","TOILET T3 DOM - SCP PRIA","D.S.02.P",,,,"5","Satisfied","5","Toilet bersih petugas ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","b2bfb049-986c-409d-b4b7-65abd42d74dc","Completed",,"27-06-2026 16:49:32",,"106843",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 5 WANITA","I.F.05.W",,,,"5","Satisfied","5","Sudah bagus",,"Positive","5","5","5","5","5","5","3c82c1b9-b328-4f4f-b24e-dd5f9cd1030c","Completed",,"27-06-2026 16:50:49",,"71799",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","-",,"Neutral","5","5","5","5","5","5","9aa25f89-ca55-4c8e-9b79-6610e5890d89","Completed",,"27-06-2026 17:36:27",,"68380",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T1","1","TOILET T1A - CURBSIDE WANITA","A. PCI. W",,,,"4","Satisfied","4","Urinoir berdiri bs d tambah 1 lg","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","5","5","4","4","5","5","f1a66986-22ad-4500-86b5-3590291da5c7","Completed",,"27-06-2026 19:00:15",,"157501",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
