"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"11","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE PRIA","D.G.01.P",,,,"4","Satisfied","4","Kalau bisa di kasih AC central di karenakan sedikit pana","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Neutral","4","4","4","4","4","4","2d324f98-4f2a-46de-8a13-093a12417c58","Completed",,"27-06-2026 19:19:19",,"87133",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 14 PRIA","D.F.04.P",,,,"5","Satisfied","5","Toilet bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","29a03077-9571-4f46-a83a-7e6989b8949d","Completed",,"27-06-2026 19:25:28",,"68950",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL PRIA","D.G.05.P",,,,"5","Satisfied","5","Oke toiletnya bersih dan juga wangi, tempatnya juga nyaman, semoga toiletnya bisa di keep terus kebersihannya.","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","69eb83e0-0398-4ab4-be7e-ee43aba0eeb4","Partial",,"27-06-2026 19:46:14",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"14","API dan IAS","CGK T1","1","TOILET T1B - ARRIVAL CORRIDOR PRIA","B. CCA. P",,,,"5","Satisfied","5","Wc nya wangi petugas nya ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","b85b20ec-57ff-447d-8627-5f4528c0b692","Completed",,"27-06-2026 22:48:12",,"59676",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"15","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Pertahankan dan tingkatkan terus","Operational Efficiency and Overall Satisfaction (Flight Punctuality, Service Quality, Facility Improvements)","Positive","4","4","5","5","4","4","22e39d48-890b-4fdd-8bed-85c9d88cb301","Completed",,"28-06-2026 05:26:07",,"234580",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"16","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 14 WANITA","D.F.04.W",,,,"5","Satisfied","5","Fasilitas lengkap, pelayanan bagus","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive","5","5","5","5","5","5","4b2f80ee-72a4-41a6-abd8-6785c0a31fe1","Completed",,"28-06-2026 05:38:46",,"74155",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"17","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE WANITA","D.G.02.W",,,,"5","Satisfied","5","Toilet gate 17 sangat bagus,bersih wangi,petugasnya juga ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","95446a0a-26e6-4438-84d1-11e5804f4860","Completed",,"28-06-2026 07:29:01",,"63779",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"18","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 15 PRIA","D.F.05.P",,,,"5","Satisfied","5","Toilet bersih, kering, harum dan petugas toilet sigap","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","dc2af5f3-66b0-411f-b3d8-c4a58733ae85","Completed",,"28-06-2026 07:31:36",,"40122",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"19","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"4","Satisfied","4","Tombol flush untuk kencingnya pakai otomatis","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","4","4","4","4","4","4","48ca8c12-bad8-4bea-b984-d6d2a1602318","Completed",,"28-06-2026 07:33:03",,"86040",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"20","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 PRIA","I.F.03.P",,,,"5","Satisfied","5","Toilet bersih dan petugas ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","716f5d91-e56b-4bd8-ace4-a25963cf4aeb","Completed",,"28-06-2026 07:33:23",,"25501",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"21","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"5","Satisfied","5","Petugas toilet Ramah dan mambantu, toilet rapih dan bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","9f79eb60-2ca0-45a0-bb00-9a6b70a85af8","Completed",,"28-06-2026 07:48:08",,"113069",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"22","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA","D.F.03.P",,,,"5","Satisfied","5","Toilet dekat gate 13 petugasnya ramah,sigap membersihkan fasilitas sebelum digunakan oleh pengguna,bersih dan nyaman","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","7602deeb-b6d2-402b-870c-4ef0292ee1df","Completed",,"28-06-2026 07:52:50",,"122802",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"23","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Adain fresh scent di ruangan","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Neutral","5","5","5","5","5","5","bd3ef775-d10a-4e9b-8ae5-50078637615e","Completed",,"28-06-2026 08:14:46",,"188661",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"24","API dan IAS","KNO","3","TOILET,P5 WANITA","KNO-TW-P05",,,,"5","Satisfied","5","Toilet kualanamu terbaik di indonesia","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","49d62370-6640-49b9-9001-89907874c574","Completed",,"28-06-2026 08:17:43",,"101494",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"25","API dan IAS","KNO","3","TOILET,P1 PRIA","KNO-TP-P01",,,,"5","Satisfied","5","Mantap csnya","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","4714a239-c7b2-47a8-9af1-06643be53d12","Completed",,"28-06-2026 08:48:23",,"48738",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"26","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 16 WANITA","D.F.06.W",,,,"5","Satisfied","5","Toilet bersih, kering, harum dan petugas toilet sigap","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","6650d24f-5208-407d-9d61-1285d9e16834","Completed",,"28-06-2026 09:22:07",,"39757",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"27","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 WANITA","D.F.03.W",,,,"5","Satisfied","5","Toilet bersih, kering, harum dan petugas toilet sigap","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","4dfe1dce-cd00-4e0d-b037-0d88d6997beb","Completed",,"28-06-2026 09:44:35",,"67992",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"28","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR GATE 5 WANITA","I.G.09.W",,,,"5","Satisfied","5","Fasilitas yg baik,wangi dan petugas yg ramah,meskipun sedang ramai jamaah dia sabar mengarahkan","Customer Service and Staff Behavior|Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","ab466617-dfcc-4128-835a-795d49eafee1","Completed",,"28-06-2026 09:56:56",,"157562",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"29","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5",,,,"4","4","5","5","5","5","96d64ce2-48a1-4dec-ab9b-b117224047af","Completed",,"28-06-2026 10:39:40",,"53837",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"30","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 PRIA","I.F.03.P",,,,"5","Satisfied","5","Harusnya toilet famili jangan disatukan dengan toilet pria bagaimana bila seorang anak yang ingin mengunakan toilet tersebut didampingi oleh ibunya.","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative","5","5","5","5","5","5","69892daf-8256-4f41-a62a-6ed62a9f0a67","Completed",,"28-06-2026 12:18:52",,"354111",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"31","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5","Bagus",,"Positive","5","5","5","5","5","5","e8885373-5828-47c3-b313-568bc3784163","Completed",,"28-06-2026 12:33:57",,"49543",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"32","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"4","Satisfied","4","please add music",,"Neutral","4","4","5","5","4","4","acb8fb80-7862-401b-a120-512cf824d9c3","Partial",,"28-06-2026 12:15:55",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"33","API dan IAS","KNO","3","TOILET,D3 PRIA","KNO-TP-D03",,,,"5","Satisfied","5","Mantap besih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","d450cec6-dfa5-4dbf-a4cc-278ffc25370c","Completed",,"28-06-2026 13:29:19",,"188318",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"34","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR GATE 8 PRIA","I.G.06.P",,,,"5","Satisfied","5","Toilet bersih petugas ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","b0078e6d-89f8-48c5-97a1-b3a85c42b308","Completed",,"28-06-2026 13:40:04",,"35043",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"35","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR BEFORE SCP WANITA","B. SA. W",,,,"4","Satisfied","4",,,,,,,,,,"e0d37c9b-3010-43e6-8de3-77fb11ff8e4f","Partial",,"28-06-2026 13:46:52",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"36","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA","D.F.03.P",,,,"5","Satisfied","5","Toiletnya ramai tapi tetap bersih, wangi dan petugasnya ramah. Goood job man👍","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","55e970a2-2e50-4f66-92cc-1e6a9459acea","Completed",,"28-06-2026 14:57:33",,"124488",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"37","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 5 WANITA","I.F.05.W",,,,"5","Satisfied","5","Toilet harum bikin nyaman","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Positive","5","5","5","5","5","5","fdd686a1-0386-4a6e-a977-e4cad4cf5825","Completed",,"28-06-2026 15:15:50",,"50034",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
