"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T2","1","SCP T2E","API-SCP-CGK T2-SCP 2E",,,,"3","Neutral","3",,,,,,,,,,"ae216ed0-b00e-431c-b48e-54c5528b7a6b","Partial",,"18-05-2026 05:32:29",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","PRAYING ROOM T2E - BOARDING ROOM T2E-1","API-PRAYING ROOM-CGK T2-BL E1 PR",,,,"5","Satisfied","5",,,,,,,,,,"4cb00d4a-82cd-43c1-b27f-7c8d77500f8f","Partial",,"18-05-2026 04:33:35",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API","YIA","4","MUSHOLA CHEKIN PRIA","YIA-MUS-C-P",,,,"5","Satisfied","5",,,,,,,,,,"f5f7c8b4-5ef5-49e8-beb2-3376bad85d74","Partial",,"18-05-2026 13:30:15",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5","Sangat bagus rama nyaman bersi sukak deh pokok ny nyaman","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","d74bfbac-afde-4af7-b355-4d16b1a43824","Completed",,"17-05-2026 16:10:59",,"112959",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE PRIA","D.G.02.P",,,,"1","Not Satisfied","1","Pesing, mesin sabun tangan tidak berjalan, exhaust / mesin AC sangat berisik","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Negative","3","3","1","1","1","1","7e961bd8-bbcf-427a-8444-56ab9904f74f","Completed",,"17-05-2026 16:33:43",,"93136",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","KNO","3","TOILET,A5 PRIA","KNO-TP-A05",,,,"5","Satisfied","5","Bilik nya bersih dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","43319dbd-f476-4079-bdcc-8fcbf7ef9934","Completed",,"17-05-2026 16:59:27",,"78130",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","SUB","4","T2,B1,PRIA","SUB-TOILE-T2-B1,PRIA",,,,"4","Satisfied","4","Toilets is clean.
Well maintained.","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","4","4","4","4","4","4","a07ba39f-561a-4de7-857a-30d7e6a4e2bf","Completed",,"17-05-2026 17:54:43",,"89425",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","KNO","3","TOILET,A8 PRIA","KNO-TP-A08",,,,"5","Satisfied","5","Tetap konsisten pelayannya ya","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","f98c5686-ab97-4e5c-8532-760f54b7c1a7","Completed",,"17-05-2026 18:49:13",,"67632",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","KNO","3","TOILET,D1 PRIA","KNO-TP-D01",,,,"5","Satisfied","5",,,,,,,,,,"95e7da96-81e7-40e4-9d99-c6df532add20","Partial",,"17-05-2026 19:55:21",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"4","Satisfied","4","Your airport need more English translation so it will be more easier to tourists to understand like me","Signage, Wayfinding, and Information Clarity","Neutral","4","4","4","4","4","4","1a44fe5e-382c-44aa-8670-eb8ff7c6912a","Completed",,"17-05-2026 21:33:38",,"78571",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Bersih dan tidak bau, tuas flusher toilet agak merepotkan , klo bisa pasang didinding spy lebih mudah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","5","5","4","4","4","4","7e00f4af-2cd5-4059-ad21-6cf5cf29efdc","Completed",,"17-05-2026 22:10:08",,"328723",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
