"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","SUB","4","T1,GATE 1","SUB-PRAYI-T1-GATE 1",,,,"4","Satisfied","4","Terimakasih telah menyediakan tempat tas dan koper","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive",,,"5","5","5","5","232ac322-b389-4b43-8c5a-31007433d2e1","Completed",,"05-06-2026 18:00:37",,"72226",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","PRAYING ROOM T2F - BOARDING ROOM T2F-4","API-PRAYING ROOM-CGK T2-BL F4 PR",,,,"5","Satisfied","5","Terbaik",,"Positive",,,"5","5","5","5","c10f4e07-1fe4-4cf1-b4f6-b864e9863c4d","Completed",,"05-06-2026 18:22:50",,"145126",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"3","Neutral","3","Antrian Batik Air terlalu panjang untuk tujuan Kalimantan, Sulawesi, Papua, Maluku. Sementara counter check in tujuan Sumatera dengan begitu banyak counter tetapi tidak ada antrian. Sangat contrast. Mungkin bisa flexible, dibuka jika antrian tujuan lain line nya terlalu panjang.","Check-in Process and Counter Availability","Negative","4","4","4","4","3","3","cc3d57c1-be55-4d91-be28-8716f846e1a9","Completed",,"05-06-2026 23:49:43",,"250025",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","2f1aa085-2f0f-44c8-b38a-2f9fb7554152","Completed",,"06-06-2026 10:11:21",,"40071",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T3","1","CHECK IN T3 DOM","HCI.T3.DOM",,,,"3","Neutral","3",,,,,,,,,,"3f8add8b-5984-47fc-9158-bde8c9e1d8e0","Partial",,"06-06-2026 09:51:15",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API","BPN","6","CHECK IN ISLAND A","BPN-CI-A",,,,"3","Neutral","3","Mohon fungsikan secara baik conveyor belt untuk drop bagasi di counter check in. Dan khusus super air jet untuk tidak memaksa penumpang untuk melakukan wrapping kopernya untuk menghindari  non claimable apabila ada kerusakan bagasi. Terima kasih.","Baggage Handling and Queue Management","Neutral","4","4","2","2","4","4","c386dde1-1b88-4a25-9a5a-136d2ee76ddb","Partial",,"06-06-2026 10:57:56",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API","YIA","4","BOARDING LOUNGE DOMESTIK / GATE 1B","YIA-BR1B",,,,"3","Neutral","3","Minta tolong untuk infak di mesjid al akbar jangan terlalu di patok 30 ribu untuk yang menitipkan barang seolah petugas nya seperti menekan kan harus bayar 30 ribu","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative","5","5","5","5","5","5","912d1238-cff9-4d50-8aac-20302ed2d409","Partial",,"06-06-2026 07:20:10",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","KNO","3","TOILET,D1 DIFABEL","KNO-DF-D01",,,,"5","Satisfied","5","Clean and fregrance","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","0e854486-2b34-4a2f-a77a-d36c9b5b15ba","Completed",,"05-06-2026 16:02:23",,"44302",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T3","1","TOILET T3 INT - SCP WANITA","I.S.02.W",,,,"5","Satisfied","5","Toilet bersih, kering dan harum","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","1e37912f-3846-421b-a427-f472b084cbcc","Completed",,"05-06-2026 16:25:22",,"30719",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","KNO","3","TOILET,A6 WANITA","KNO-TW-A06",,,,"5","Satisfied","5",,,,,,,,,,"4acf342e-ada9-4c97-8b1e-85e5634fa3f3","Partial",,"05-06-2026 16:10:01",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","CGK T2","1","TOILET T2EF - TRANSIT WANITA","API&IAS-TOILET-CGK T2-TRS EF TW",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","981b4c8c-10ac-4bc1-8016-f1b332d52e8e","Completed",,"05-06-2026 16:44:40",,"40206",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
