"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"11","API dan IAS","CGK T3","1","TOILET T3 DOM - PARKING PRIA","PD.01.S.P",,,,"5","Satisfied","5","Semuanya sudah lengkap","Check-in Process and Counter Availability","Positive","5","5","5","5","5","5","f895866f-a3d9-4cf6-852d-6d674170e290","Completed",,"12-04-2026 17:43:53",,"91938",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-5 WANITA","A.BL5.W",,,,"5","Satisfied","5","Toilet bersih dan petugas ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","707a08ea-c52f-4f5b-99dd-f18eec247506","Completed",,"12-04-2026 19:04:03",,"75078",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","YIA","4","TOILET MEZZANINE TIMUR PRIA","YIA-TOI-MZ-T-P",,,,"4","Satisfied","4",,,,,,,,,,"a691b016-1c31-4c94-b490-363d8b62c88e","Partial",,"12-04-2026 19:16:02",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"14","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5","Semua baik","Check-in Process and Counter Availability","Neutral","5","5","5","5","5","5","542cb5d0-6d1e-4c7f-9880-a828f577665d","Completed",,"12-04-2026 20:03:45",,"47673",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"15","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR BEFORE SCP WANITA","B. SA. W",,,,"5","Satisfied","5","petugasnya gercep","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","a51c9e52-226a-48f3-98d8-ae5f0b199a40","Completed",,"12-04-2026 20:16:05",,"144557",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"16","API dan IAS","KNO","3","TOILET,P6 WANITA","KNO-TW-P06",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","eb3dc1c0-0197-488d-a03d-d869db84ba17","Completed",,"12-04-2026 21:03:30",,"64174",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"17","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL PRIA","D.G.05.P",,,,"5","Satisfied","5","Pertahankan","Customer Service and Staff Behavior","Neutral","5","5","5","5","5","5","dc9e0ed8-9525-4ffe-a8f0-0a1eea1702c8","Completed",,"12-04-2026 21:06:52",,"111746",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"18","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-5 WANITA","A.BL5.W",,,,"5","Satisfied","5","Petugas ramah","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","7cf65543-f49b-4dc4-bf40-3bd7cbb568c4","Completed",,"12-04-2026 21:43:20",,"66301",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"19","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR AFTER SCP PRIA","CCD. B1",,,,"5","Satisfied","5","Lengkap bersih kering dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","481caa40-ef8a-4bb2-aea7-4322249996f3","Completed",,"12-04-2026 23:33:53",,"38227",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"20","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN PRIA","B. HCI. P",,,,"5","Satisfied","5","Lengkap bersih kering dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","76df8b0b-fb17-4aef-8344-f0997e97dedd","Completed",,"12-04-2026 23:58:59",,"50011",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"21","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN PRIA","B. HCI. P",,,,"5","Satisfied","5","Lengkap bersih kering dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","bdbfc2de-4a4d-40ef-93a4-965ffcd5462c","Completed",,"12-04-2026 23:59:49",,"36332",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"22","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN PRIA","B. HCI. P",,,,"5","Satisfied","5","Lengkap bersih kering dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","9cbf5cfb-6b35-4eed-8be1-d3fac5050c37","Completed",,"13-04-2026 00:22:44",,"43459",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"23","API dan IAS","CGK T1","1","TOILET T1B - BAGGAGE CLAIM PRIA","B.HCO.P",,,,"5","Satisfied","5","Lengkap, bersih dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","73e9746a-b594-41a6-b4f2-4954bb511a1c","Completed",,"13-04-2026 00:24:09",,"43582",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"24","API dan IAS","CGK T1","1","TOILET T1A - CURBSIDE WANITA","A. PCI. W",,,,"5","Satisfied","5","Lengkap bersih kering dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","41b2690f-3b36-4f8a-a70e-8b4d6267470d","Completed",,"13-04-2026 00:55:27",,"49572",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"25","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA","D.F.03.P",,,,"1","Not Satisfied","1","Jangan pelit air dong, karena setelah buang air harus bersuci dan airnya cuma sedikit keluar","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","5","5","1","1","3","3","5610aca3-5a59-44c5-9160-741a44a286da","Completed",,"13-04-2026 02:37:02",,"108058",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"26","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CORRIDOR GATE 16 WANITA","D.G.09.W",,,,"5","Satisfied","5","Toiletnya bersih dan petugas sangat Ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","7ad6e466-06e0-48c3-99d9-9e031179ce40","Completed",,"13-04-2026 06:35:27",,"43951",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"27","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL PRIA","D.G.05.P",,,,"5","Satisfied","5","Toiletnya Harum dan Luas sangat bagus.petugas juga Ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","e1c3f75e-e6f7-47f9-9856-752a724922f1","Completed",,"13-04-2026 06:46:54",,"53629",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"28","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 5 WANITA","I.F.05.W",,,,"5","Satisfied","5","Sabun tangan lebih wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","5","5","5","5","5","5","9a18038e-5c42-45e9-aee6-c89784346582","Completed",,"13-04-2026 07:18:44",,"89652",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"29","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"4","Satisfied","4","Saran untuk pintu toilet jongkok atau semua diperhatikan lagi kerapatan pintu agat tidak ada celah terlihat . 
Saya menggunakan toilet laki² jongkok di lantai bawah 2 E dekat tangga manual/dekat kantor polisi
Celah pintu tidak rapat jadi terlihat dari dlm/luar.

Terima kasih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","5","5","3","3","4","4","2553edf3-042e-48f0-9c32-80b1001210a3","Completed",,"13-04-2026 07:39:31",,"279519",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"30","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE PRIA","D.G.02.P",,,,"5","Satisfied","5","Toilet bersih dan petugas sangat Ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","989b01e9-7cb2-4d55-b552-74d751e07b5b","Completed",,"13-04-2026 07:39:53",,"127693",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"31","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","89ca1dd0-8102-47bd-96cf-d9cd5f89db4c","Completed",,"13-04-2026 07:59:42",,"164540",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"32","API dan IAS","KNO","3","TOILET,P1 WANITA","KNO-TW-P01",,,,"5","Satisfied","5","Sdh bersih dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","093ada7a-abfc-4b29-a272-2b30cae6738a","Completed",,"13-04-2026 08:10:42",,"54907",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"33","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","44f9fe3d-eaf4-4757-9ccf-389bbc6c8cb1","Completed",,"13-04-2026 08:12:54",,"20996",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"34","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CORRIDOR GATE 14 PRIA","D.G.07.P",,,,"4","Satisfied","4",,,,,,,,,,"76690373-b1c9-4c00-a89c-36f77cf8abca","Partial",,"13-04-2026 08:10:35",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"35","API dan IAS","CGK T1","1","TOILET T1B - BOARDING ROOM T1B-3 PRIA","B. BL3. P",,,,"5","Satisfied","5","Toilet bandara bersih,harum","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","4166d277-8bc4-4079-8f28-83cecf38a7ad","Completed",,"13-04-2026 08:54:20",,"85114",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"36","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Sangat bersih. Petugas nya ramah'","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","642a8b37-fcc1-4811-8a9a-c4906f325e0c","Completed",,"13-04-2026 09:24:35",,"49373",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"37","API dan IAS","CGK T3","1","TOILET T3 INT - PARKING PRIA","PI.03.U.P",,,,"5","Satisfied","5","Jika warna urinoir sdh pudar, sebaiknya dibersihkan sampai pudarnya hilang atau lebih baik diganti","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","5","5","5","5","5","5","038b9db6-6ec4-4fd2-86ce-cd7a08a18020","Completed",,"13-04-2026 09:28:19",,"159270",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"38","API dan IAS","CGK T3","1","TOILET T3 INT - BAGGAGE CLAIM WANITA","I.G.04.W",,,,"5","Satisfied","5","Harum dan bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","104f1c26-35d5-45f3-a94e-7e1c7a75c9e8","Completed",,"13-04-2026 09:33:51",,"36724",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"39","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Toilet bersih dan rapi, cukup nyaman di gunakan 
Petugas ramah selalu mengarahkan","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","6050f93f-de1d-4cff-b554-2b64156c1825","Completed",,"13-04-2026 09:40:34",,"174784",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"40","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-5 WANITA","A.BL5.W",,,,"5","Satisfied","5","Toilet bersih dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","c8ce8087-3661-4516-bc99-8a1b19b11b17","Completed",,"13-04-2026 09:54:38",,"52540",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"41","API dan IAS","CGK T3","1","T3 INT - ARRIVAL CORRIDOR PIER 1 GATE 4 PRIA","I.G.11.P",,,,"5","Satisfied","5","Toilet wangi dan bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","fec73926-fe0b-4e91-8739-e2f7f2b2a68a","Completed",,"13-04-2026 12:01:56",,"57906",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"42","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P",,,,"5","Satisfied","5","Very good service and cleaniness","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","d39f172e-9674-4ebd-b467-1fe1bc856abd","Completed",,"13-04-2026 14:31:09",,"48492",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"43","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 15 WANITA","D.F.05.W",,,,"5","Satisfied","5","Toilet bersih dan wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","84d74efb-6675-488b-a077-bbac70dfb864","Completed",,"13-04-2026 14:36:59",,"61693",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"44","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 16 WANITA","D.F.06.W",,,,"5","Satisfied","5","Toieltnya sudah bersih dan kering pertahanankan","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","27f7dda9-f73b-44d2-836d-f253c9dda212","Completed",,"13-04-2026 14:39:31",,"65357",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"45","API dan IAS","KNO","3","TOILET,P4 PRIA","KNO-TP-P04",,,,"5","Satisfied","5","ok pelayanan bersih dan ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","5","5","4","4","5","5","5c71960a-3198-4ca4-9c8d-4b5dbd8265ec","Completed",,"13-04-2026 15:04:48",,"58657",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"46","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE WANITA","D.G.02.W",,,,"5","Satisfied","5","Toilet bagus setelah ada beutyfikasi, tolong dijaga kebersihannya","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","0b338d27-8155-4a55-ae06-d03cf7284fb9","Completed",,"13-04-2026 15:10:23",,"224669",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
