"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","SUB","4","T2, CENTRALIZE","SUB-SCP-T2- CENTRALIZE",,,,"5","Satisfied","5",,,,,,,,,,"f6ea217c-3b88-4a50-9084-5e1fe210b636","Partial",,"15-04-2026 02:58:48",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"2","API","SUB","4","T2,A10","SUB-PRAYI-T2-A10",,,,"5","Satisfied","5","Sudah baik","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive",,,"5","5","5","5","93cc029f-1b4f-419e-91cd-e7650f8430b6","Completed",,"14-04-2026 21:10:09",,"82569",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"3","API","SUB","4","T1,BAGGAGE CLAIM 1B","SUB-PRAYI-T1-BAGGAGE CLAIM 1B",,,,"1","Not Satisfied","1","Mushola di Arrival B, pojok dalam, arah kiblat tidak sesuai kiblat kompas, tolong di ukur ulang lagi, tapi tolong pastikan sebelum menggunakan kompasnya sudah di kalibrasi dahulu, semoga menjadi ibadah utk kita semua, sebaliknya jika di biarkan Allah SWT sebaik-baik nya pemberi balasan","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative",,,"5","5","3","3","7013b505-42a7-47ce-9c3e-09abe3b913d3","Completed",,"15-04-2026 08:19:30",,"750769",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"4","API","SUB","4","T1,GATE 14","SUB-BOARD-T1-GATE 14",,,,"4","Satisfied","4","fasilitas kursi pijat","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive","4","4","4","4","4","4","b53ebb4f-16e3-4cbd-ac8b-14afbdb2814d","Completed",,"14-04-2026 23:38:35",,"451679",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T3","1","TOILET T3 INT - BAGGAGE CLAIM WANITA","I.G.04.W",,,,"3","Neutral","3","Tambahin kamar mandi deh mendingan. Untuk airport sebesar ini di kedatangan harusnya sebanyak kamar mandi keberangkatan",,,"4","4","4","4","3","3","4c0188a5-9cf1-4cfc-8bbb-778d359aba9d","Completed",,"14-04-2026 16:33:47",,"94069",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","KNO","3","TOILET,R2 DIFABEL","KNO-DF-R2",,,,"5","Satisfied","5",,,,,,,,,,"ba7ff5af-3aef-47bc-9c23-acad4d93148d","Partial",,"14-04-2026 16:07:51",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","TOILET T3 INT - SCP PRIA","I.S.02.P",,,,"5","Satisfied","5","Toilet kering, wangi jugaa",,,"5","5","5","5","5","5","3a8587a2-c58f-4a04-92c3-43e22dbde359","Completed",,"14-04-2026 16:49:26",,"52654",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR BEFORE SCP WANITA","B. SA. W",,,,"5","Satisfied","5","Musholla yg bersih, rapi dan harum bikin nyaman para penumpang.
Terima kasih dedikasi para petugas kebersihannya. Ibadahnya mantap.
Dijaga terus ya.",,,"5","5","5","5","5","5","f2b43a93-0750-49b9-bcbe-80ecbe8c29dd","Completed",,"14-04-2026 16:56:08",,"129846",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","KNO","3","TOILET,D6 WANITA","KNO-TW-D06",,,,"5","Satisfied","5","Toilet nya sangat bersih petugasnya ramah,tingkat kan kualitas nya",,,"5","5","5","5","5","5","16a55c94-19a5-444c-93a9-06b243c32396","Completed",,"14-04-2026 17:00:25",,"121865",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","YIA","4","TOILET GEDUNG PENGHUBUNG PRIA","YIA-TOI-PHB-P",,,,"5","Satisfied","5",,,,,,,,,,"ad058704-730b-4b0a-b42b-bbfaf1cec469","Partial",,"14-04-2026 17:11:03",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Untuk fasilitas toilet sudah sesuai dan memuaskan",,,"5","5","5","5","5","5","b72c9146-6076-4f7a-92b7-c29093982d6a","Completed",,"14-04-2026 17:50:10",,"58721",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"5","Satisfied","5","Bersih wangi petugasnya ramah",,,"5","5","5","5","5","5","0cdbd3f0-a322-4a3a-8813-98b081dde61c","Completed",,"14-04-2026 17:55:19",,"131997",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Cukup bersih dan harum",,,"5","5","5","5","5","5","f29fb04b-53a9-4f89-a491-a25db4ad111b","Completed",,"14-04-2026 18:59:37",,"3941592",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"14","API","SUB","4","T1,PERKANTORAN 2 GATE 11,PRIA","SUB-TOILE-T1-PERKANTORAN 2 GATE 1",,,,"4","Satisfied","4","Perlu ditambahkan tanaman hijau",,,"4","4","5","5","4","4","dfbe60c3-c123-447f-bd2b-02e0665f1fe1","Completed",,"14-04-2026 19:03:01",,"167801",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
