"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","DPS","2","MUSHOLA KEBERANGKATAN INTERNASIONAL LOUNGE LT.4 (PRIA)","DPS-MU-CIP.LOUNGE - P",,,,"5","Satisfied","5","Tolong untuk karpet nya sering2 dibersihin soalnya banyak kecoa nya","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative",,,"5","5","5","5","d8bf32e2-9e66-4e6e-a2ab-a800ba8acdc2","Completed",,"16-04-2026 11:21:22",,"117252",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5","Bagus","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","b360eeb4-5323-4a5a-8f7a-f7af4b5eaefa","Completed",,"16-04-2026 00:21:27",,"345718",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"2","Not Satisfied","2","Loketnya mau di tambah di jam jam tertentu.","Check-in Process and Counter Availability","Neutral","5","5","5","5","5","5","888c52f5-3b33-47f1-b2de-8c27a384862c","Completed",,"16-04-2026 00:59:19",,"92066",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"1","Not Satisfied","1","JELEK YG MELAYANI NYA","Customer Service and Staff Behavior","Negative",,,,,,,"268bc9a7-30b3-4ae8-ab54-270d5d2add76","Partial",,"16-04-2026 07:33:44",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T2","1","CHECK IN T2F UMROH","API-CHECK IN-CGK T2-HCI F LU",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","bb847663-ab36-42ee-a4d9-34c4d2a5b4f5","Completed",,"16-04-2026 11:12:15",,"43551",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"4","Satisfied","4","It's good","Customer Service and Staff Behavior","Positive",,,,,,,"435be19e-c874-4431-ab1b-dd27f3f2b1ef","Partial",,"16-04-2026 11:54:33",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T1","1","BOARDING LOUNGE T1B-2","B.BL2",,,,"1","Not Satisfied","1","Resepsionis di b2 terminal 1B tidak ada sudah lama menunggu, saya tidak tau mau bertanya sama siapa. Tolong ini sangat fatal mengingat banyak hal yg perlu ditanyakan","Check-in Process and Counter Availability","Negative","1","1","1","1","1","1","a4dd7be3-7b49-40d5-b5c8-95e6e9bc98cf","Completed",,"15-04-2026 16:34:11",,"249982",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-5 WANITA","A.BL5.W",,,,"5","Satisfied","5","Toilet Bersih dan Wangin","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","ac83e401-b74d-4b5d-ab36-b455e6a7ed84","Completed",,"15-04-2026 16:07:37",,"46115",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN PRIA","B. HCI. P",,,,"5","Satisfied","5","Petugasnya ramah dan toilet nya bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","97607c09-0d6a-4d57-8959-95a37e264d07","Completed",,"15-04-2026 16:08:19",,"28763",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5","Very good manner and service, thank you","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","9ac4c6eb-608a-4b6f-a3da-5e4ce79226bc","Completed",,"15-04-2026 16:11:54",,"34366",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","KNO","3","TOILET,P3 PRIA","KNO-TP-P03",,,,"5","Satisfied","5","Baik, Bersih, Ramah dan Puas","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","0e4c83f5-eb91-4d68-974f-e5892a801307","Completed",,"15-04-2026 16:24:42",,"62060",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CORRIDOR GATE 16 PRIA","D.G.09.P",,,,"5","Satisfied","5","Penjaga toiletnya ramah dan toilet bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","cd9ca0f2-050d-47db-8693-288101d43a23","Completed",,"15-04-2026 16:37:38",,"44687",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR AFTER SCP PRIA","CCD. B1",,,,"5","Satisfied","5","Wangi, Bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","15376d57-ed26-47bb-9705-c84f2c5d4c53","Completed",,"15-04-2026 16:46:28",,"25676",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
