"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API",,,,,,,,"5","Satisfied","5",,,,,,"5","5","5","5","b7733d75-d0cf-49f2-a4ff-271b89424c7c","Completed",,"10-04-2026 11:23:13",,"19972",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"2","API","BPN","6","PRAYING ROOM Mushollah A10 Kedatangan ( Area Bagasi Make Up )","BPN-MS-A10",,,,"2","Not Satisfied","2","Toilet seat cleaner tidak ada","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative",,,"2","2","2","2","cc6d9b63-dd34-494e-94ad-33be2991b57f","Completed",,"10-04-2026 12:56:02",,"96182",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T1","1","PRAYING ROOM T1B - BOARDING LOUNGE 6","B. BL6 . PR",,,,"3","Neutral","3","Ruangan mushola di ruang tunggu atas terlalu sempit sehingga kurang nyaman untuk melaksanakan ibadah sholat, krn berdasarkan dan ngantri, sedangkan kita berburu dgn waktu keberangkatan solat","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative",,,"3","3","5","5","800fc436-048e-4ee0-9df4-90dcbdeff639","Completed",,"10-04-2026 15:28:48",,"192278",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5","Bagus",,"Positive","5","5","5","5","5","5","f39a0e76-d190-4ae5-b9cf-8bbc2e6bedc5","Completed",,"10-04-2026 15:12:16",,"50719",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T3","1","BOARDING LOUNGE T3 DOM","BL.T3.DOM",,,,"5","Satisfied","5","Saya kebetulan ketoilet, ketika ada suara adzan dari speaker umum yang ada ditoilet adzan juga seperti dikumandangkan di toilet, mohon diseuaikan pengaturan titik adzan","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative","5","5","5","5","5","5","2fb6d7dd-08f3-460b-8194-24e096a8bf0d","Completed",,"10-04-2026 12:03:15",,"198171",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","KNO","3","TOILET,P6 PRIA","KNO-TP-P06",,,,"5","Satisfied","5","Toilet nya bersih petugas nya ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","8c66b732-b179-4b79-8e3e-96ccba107ce5","Completed",,"09-04-2026 16:20:34",,"35873",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CURBSIDE WANITA","I.G.01.W",,,,"3","Neutral","3","Harap Toiletnya di tingkatkan kebersihan dan di tambah Toiletnya","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","3","3","3","3","3","3","f0e28abc-814e-4dc0-b310-d86d1c72568c","Completed",,"09-04-2026 16:28:27",,"98301",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T3","1","TOILET T3 DOM - SCP WANITA","D.S.02.W",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","f7dffa25-1b48-4a1f-b9a8-4bb64161060f","Completed",,"09-04-2026 18:17:34",,"309091",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 14 PRIA","D.F.04.P",,,,"5","Satisfied","5","Sudah sangat bagus","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","e269f218-f4cd-4274-a4dc-7ad5d51a79a7","Completed",,"09-04-2026 19:36:40",,"119478",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","KNO","3","TOILET,A6 PRIA","KNO-TP-A06",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","5e857aed-8327-4e0c-aa8c-e8f47fab5461","Completed",,"09-04-2026 20:00:00",,"41280",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","CGK T1","1","TOILET T1A - BAGGAGE CLAIM PRIA","A.CCAT.P",,,,"5","Satisfied","5",,,,,,,,,,"bc2371d1-5050-4a52-8953-56a9e4b7e8cf","Partial",,"09-04-2026 21:05:18",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"4","Satisfied","4","Sebaiknya tempat untuk wudhu diletakkan jangan terlalu dekat dengan urinoir. Bisa saja tempat wudhu terciprat air kencing.","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Negative","5","5","4","4","4","4","6af5e13e-0f8c-4b38-aed2-c5044efb7c0f","Completed",,"09-04-2026 21:49:08",,"3399689",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","CGK T3","1","TOILET T3 INT - PARKING PRIA","PI.03.U.P",,,,"4","Satisfied","4","Bersihkan lagi dan jangan sampai flash rusak","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","3","3","4","4","3","3","dd0a693d-0a89-46b8-820f-ba9f6c703be4","Partial",,"10-04-2026 00:46:25",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"14","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 14 PRIA","D.F.04.P",,,,"4","Satisfied","4","Pertahankan kebersihannya","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","4","4","4","4","4","4","13400fec-494b-416e-8c3f-aea257b6885b","Completed",,"10-04-2026 01:23:06",,"155642",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"15","API dan IAS","CGK T1","1","TOILET T1B - BOARDING ROOM T1B-6 PRIA","B. BL6. P",,,,"5","Satisfied","5","Cara survey ribet pakai scan. Orang tua sulit melakukan. Bagus cara yg dahulu","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Negative","5","5","5","5","5","5","d1404703-0354-4378-9b33-325e1f0a685e","Completed",,"10-04-2026 03:27:01",,"148034",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"16","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Kebersihan bagus, tysu selalu ada, tempat wudhu dan musolanya bagus","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","d9cb1335-b66d-4c53-bbae-1516365e4398","Completed",,"10-04-2026 03:32:19",,"192137",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"17","API dan IAS","KNO","3","TOILET,D1 PRIA","KNO-TP-D01",,,,"5","Satisfied","5","Pelayanan memuaskan","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","2bd9bb91-98d1-445c-86ae-758153dd0b37","Completed",,"10-04-2026 09:28:47",,"72008",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"18","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CORRIDOR GATE 16 WANITA","D.G.09.W",,,,"5","Satisfied","5","Sangat bersih toilet kedatangan domestik","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","bc2218d9-e95d-4440-971b-3e07b93664a9","Completed",,"10-04-2026 09:43:12",,"75385",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"19","API dan IAS","CGK T3","1","TOILET T3 DOM - SCP PRIA","D.S.02.P",,,,"5","Satisfied","5","Toilet harum, penjaga toilet rapih dan wangi.","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","c0556dd6-b4d5-451b-986d-95d5f1c66c50","Completed",,"10-04-2026 10:04:31",,"78488",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
