"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall CSAT","Group_Overall CSAT","Numeric_Overall CSAT","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-3PS","Numeric_People-3PS","Product/Premise-3PS","Numeric_Product/Premise-3PS","Process-3PS","Numeric_Process-3PS","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Seru bangett, kakak guide nya sangat ramah dan informatif, perjalanan sepedanya jadi asik. Makasih kakak & TMII buat aktivitas serunyaa","Staff Friendliness and Service Quality|Activities and Attractions Enhancement","Positive","5","5","5","5","5","5","1d6ced16-086c-46bd-9c75-33e60f9d33bc","Completed",,"03-05-2026 11:34:15",,"94953",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T04:32:39.9116Z",,,,,,,,,,,,,,,,,
"2","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Agar tiket online sama dengan tiket offline harganya","Pricing, Discounts, and Promotions","Negative","5","5","5","5","5","5","6e429132-7c38-4d32-a32f-fafef56a51fa","Completed",,"03-05-2026 11:34:41",,"61616",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T04:33:39.7484Z",,,,,,,,,,,,,,,,,
"3","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Overall sudah bagus, informatiff","Tourist Information and Guidance","Positive","4","4","4","4","4","4","7cd42a60-09d1-4262-8356-fc501a245d2f","Completed",,"03-05-2026 11:35:16",,"77138",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T04:33:58.5219Z",,,,,,,,,,,,,,,,,
"4","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","sangattt bagusss dan informatif","Tourist Information and Guidance","Positive","5","5","5","5","5","5","bd53974f-bee6-4932-b194-fb0239571f41","Completed",,"03-05-2026 11:36:01",,"103426",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T04:34:18.2373Z",,,,,,,,,,,,,,,,,
"5","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","so far seru banget keliling disini, mas baju biru ramah dan sangat membantu tadi saat di halte ngasih informasinya","Staff Friendliness and Service Quality|Activities and Attractions Enhancement","Positive","5","5","5","5","5","5","b87dca03-1609-4bb3-80a9-2538c0bcf1d4","Completed",,"03-05-2026 13:50:23",,"145571",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T06:47:57.0158Z",,,,,,,,,,,,,,,,,
"6","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","kakanya ramah, dan baik, tadi sepedanya ada yg kempes sudah dibantu tolong dan dipompa, terima kasih kak","Staff Friendliness and Service Quality","Positive","5","5","5","5","5","5","ba084ab2-323a-4dc9-b1f3-892c8dcb39fb","Completed",,"03-05-2026 14:44:55",,"279134",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T07:40:15.6348Z",,,,,,,,,,,,,,,,,
"7","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","program bagus, keren, walaupun agak gerimis tp ttp seru","Environmental Sustainability and Green Initiatives|Activities and Attractions Enhancement","Positive","5","5","5","5","5","5","d432015b-e82f-48f3-a11c-2b09cc00633c","Completed",,"03-05-2026 14:46:05",,"44907",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T07:45:19.6100Z",,,,,,,,,,,,,,,,,
"8","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5",".",,"Neutral","5","5","5","5","5","5","d75b05ce-6eff-40fa-ba96-a5a2e0810a8b","Completed",,"03-05-2026 16:49:15",,"42277",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T09:48:33.0212Z",,,,,,,,,,,,,,,,,
"9","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Sdh sgt bgs",,"Positive","5","5","5","5","5","5","c560226a-e889-4037-885f-08f352e8f659","Completed",,"03-05-2026 16:49:32",,"47645",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T09:48:45.1063Z",,,,,,,,,,,,,,,,,
"10","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","a387af6c-5eaf-435c-a866-fd4692c5da75","Completed",,"03-05-2026 16:49:39",,"82966",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-05-03T09:48:16.6140Z",,,,,,,,,,,,,,,,,
