"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall CSAT","Group_Overall CSAT","Numeric_Overall CSAT","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-3PS","Numeric_People-3PS","Product/Premise-3PS","Numeric_Product/Premise-3PS","Process-3PS","Numeric_Process-3PS","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"11","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","TMII semoga makin meningkatkan lagi pelayanannya ,untuk pelayanan sekarang sudah bagus tingkatkan lagi","Staff Friendliness and Service Quality","Positive","5","5","5","5","5","5","bf7c7b15-0c0e-43cd-b0ba-ba669df5dbb3","Completed",,"11-04-2026 13:28:11",,"190082",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T06:25:01.2035Z",,,,,,,,,,,,,,,,,
"12","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"4","Satisfied","4","Armada dibanyakin",,"Neutral","4","4","4","4","4","4","acd747de-4b67-41f3-8301-48e9cab16deb","Completed",,"11-04-2026 13:47:33",,"48377",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T06:46:44.2179Z",,,,,,,,,,,,,,,,,
"13","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01",,,,"5","Satisfied","5","Brosur fisik lebih baik",,"Neutral","5","5","4","4","4","4","1239bb65-1ab3-48ec-9ba1-37e4d3561191","Completed",,"11-04-2026 13:48:20",,"89033",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T06:46:51.5150Z",,,,,,,,,,,,,,,,,
"14","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"4","Satisfied","4","Sudah keren",,"Positive","4","4","4","4","4","4","ba683c41-4687-4650-b805-9c1f40ff24f8","Completed",,"11-04-2026 13:48:28",,"70557",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T06:47:15.7791Z",,,,,,,,,,,,,,,,,
"15","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"4","Satisfied","4",,,,"4","4","4","4","4","4","2692f194-8101-40d1-8d0c-a678d4c4668d","Completed",,"11-04-2026 13:48:48",,"130931",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T06:46:37.3145Z",,,,,,,,,,,,,,,,,
"16","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01",,,,"4","Satisfied","4","Semuanya baik dan pelayanan OK.","Staff Friendliness and Service Quality","Positive","4","4","4","4","4","4","263b2cfc-82ab-4b2b-874f-ac863359d011","Completed",,"11-04-2026 14:11:06",,"59960",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:10:06.0696Z",,,,,,,,,,,,,,,,,
"17","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","9af48ab0-8849-43c8-9d94-4f012abd1457","Completed",,"11-04-2026 14:11:32",,"110688",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:09:41.3322Z",,,,,,,,,,,,,,,,,
"18","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","cuacanya bagus buat bike tour, guidenya juga informatif dan ramah","Tourist Information and Guidance|Accessibility and Ease of Navigation","Positive","5","5","5","5","5","5","0366afc3-9fd1-46f9-bc51-d67e936993ca","Completed",,"11-04-2026 14:37:55",,"51250",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:37:03.8843Z",,,,,,,,,,,,,,,,,
"19","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"4","Satisfied","4",,,,"4","4","4","4","4","4","4a0cb78a-f447-4f66-9a53-24464bc1fd55","Completed",,"11-04-2026 14:38:44",,"37436",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:38:06.2684Z",,,,,,,,,,,,,,,,,
"20","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","62b7d8d1-666d-43c5-83c4-1d84eff5a741","Completed",,"11-04-2026 14:39:28",,"44412",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:38:43.4548Z",,,,,,,,,,,,,,,,,
"21","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","bagus",,"Positive","5","5","5","5","5","5","7d79c051-97f2-4fc1-b013-8fa86c24f675","Completed",,"11-04-2026 14:39:54",,"102401",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:38:11.7095Z",,,,,,,,,,,,,,,,,
"22","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Gowes kurang lebih 1 jam, seru dan nambah wawasan","Activities and Attractions Enhancement","Positive","5","5","5","5","5","5","8b8848e8-5860-44b1-8cfb-ab4e2398aa87","Completed",,"11-04-2026 14:40:24",,"146855",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:37:57.9658Z",,,,,,,,,,,,,,,,,
"23","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"3","Neutral","3",,,,"5","5","4","4","3","3","2246f140-b0ac-41f3-ba93-bb88bdc4b5e6","Completed",,"11-04-2026 14:41:22",,"139846",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:39:03.1166Z",,,,,,,,,,,,,,,,,
"24","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"4","Satisfied","4","Diantrian satle  mobil pribadi berhenti harusnya ditertipkan","Waiting Time and Queue Management","Negative","4","4","4","4","4","4","ebbe3867-30b6-4fea-87f9-60056f1cd8df","Completed",,"11-04-2026 14:41:41",,"232881",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-11T07:37:47.8420Z",,,,,,,,,,,,,,,,,
"25","IDM","TMII","SHUTTLE","LRT 1","IDM-TMII-SHUTTLE -LRT 1-01",,,,"5","Satisfied","5","Ada shuttle ke LRT saat terbantu","Transportation and Shuttle Services","Positive","5","5","5","5",,,"0536e887-7996-4e89-a2ef-f11eaadf609f","Completed",,"10-04-2026 15:26:33",,"45830",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-10T08:25:47.2291Z",,,,,,,,,,,,,,,,,
"26","IDM","TMII","SHUTTLE","LRT 2","IDM-TMII-SHUTTLE -LRT 2-01",,,,"5","Satisfied","5","Tidak ada, semuanya udah baik. Cuman kalo sekarang udah ganti mobil nya",,"Neutral","5","5","5","5",,,"687b157e-dba0-4412-af4e-530236bc30de","Completed",,"10-04-2026 15:50:43",,"82033",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-10T08:49:21.0249Z",,,,,,,,,,,,,,,,,
"27","IDM","TMII","SHUTTLE","LRT 1","IDM-TMII-SHUTTLE -LRT 1-01",,,,"5","Satisfied","5","Untuk kedatangan shuttle nya tidak lama dan petugasnya sangat ramah","Transportation and Shuttle Services|Staff Friendliness and Service Quality","Positive","5","5","5","5",,,"5993dc58-d22f-4cf8-9cdb-f366d8343753","Completed",,"10-04-2026 15:52:40",,"85403",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-04-10T08:51:14.7635Z",,,,,,,,,,,,,,,,,
