"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall CSAT","Group_Overall CSAT","Numeric_Overall CSAT","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-3PS","Numeric_People-3PS","Product/Premise-3PS","Numeric_Product/Premise-3PS","Process-3PS","Numeric_Process-3PS","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Walau ramai tapi tetap seru keliling TMII, anjungannya bikin betah diisini, adeem banget",,,"5","5","5","5","5","5","63e0f736-345c-45dd-97d2-df653c65c829","Completed",,"21-03-2026 12:46:54",,"113960",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T05:44:59.2650Z",,,,,,,,,,,,,,,,,
"2","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Tempat rekreasi pendidikan, kuliner, hiburan, dan lainnya, tetap jadi tujuan wisata favorit dari dulu sampai sekarang. The bestttt TMII",,,"5","5","5","5","5","5","4953c089-1072-4674-8314-49817a48d947","Completed",,"21-03-2026 12:48:34",,"96746",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T05:46:57.3212Z",,,,,,,,,,,,,,,,,
"3","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","seru sekali berkunjung TMII hari ini. punya banyak spot foto keluarga yang bagus dan dapat gift juga. terimakasih",,,"5","5","5","5","5","5","8d9f1ed2-76b1-4e1c-9f8a-88205c95d85c","Completed",,"21-03-2026 13:33:59",,"86874",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T06:32:30.6733Z",,,,,,,,,,,,,,,,,
"4","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","sudah semakin bagus sekarang",,,"5","5","5","5","5","5","1139f8ab-b934-4828-859d-1ed06bfdca02","Completed",,"21-03-2026 13:34:35",,"33893",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T06:34:00.7533Z",,,,,,,,,,,,,,,,,
"5","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","bagus sekarang",,,"5","5","5","5","5","5","c476bf64-f742-41d5-8cc0-ad86e6dc0791","Completed",,"21-03-2026 13:35:39",,"60692",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T06:34:37.1722Z",,,,,,,,,,,,,,,,,
"6","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","makin keren TMII, sudah beda emisi tidak boleh masuk. jadi lebih fresh",,,"5","5","5","5","5","5","99227e65-63fc-4dd2-8a94-755e7a13a77e","Completed",,"21-03-2026 13:38:14",,"153202",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T06:35:40.4232Z",,,,,,,,,,,,,,,,,
"7","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","baik",,,"5","5","5","5","5","5","0c161236-e4c3-426e-a8ab-b0c4d96525e5","Completed",,"21-03-2026 13:48:42",,"22760",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T06:48:18.2605Z",,,,,,,,,,,,,,,,,
"8","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","anak saya sangat senang menjelajah tmii dan ketika sedang antri dapat susu juga",,,"5","5","5","5","5","5","64b849ff-c695-4965-a823-57b57ecab947","Completed",,"21-03-2026 14:44:10",,"3326155",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T06:48:43.4407Z",,,,,,,,,,,,,,,,,
"9","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","sangat membantu",,,"5","5","5","5","5","5","79855e73-f86a-4db2-a7c1-37f9ceab767f","Completed",,"21-03-2026 17:17:09",,"8917340",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T07:48:30.9676Z",,,,,,,,,,,,,,,,,
"10","IDM","TMII","HALTE","Halte IAAI","IDM-TMII-HALTE-Halte IAAI -01",,,,"5","Satisfied","5","Halte nya enak cukup bersih",,,"5","5","5","5","5","5","b8ee8a99-5e6a-4769-b657-8281873d3809","Completed",,"21-03-2026 12:49:46",,"95354",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-21T05:48:11.1720Z",,,,,,,,,,,,,,,,,
