"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Staff (penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Staff (penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Fasilitas Toilet  (Toilet bowl, tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Fasilitas Toilet  (Toilet bowl, tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Campaign Id"
"1","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW","5","Satisfied","5","cukup",,"Neutral","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"264e9790-e763-49ae-aace-8809b17b208c","Completed","New","05-06-2026 15:00:44","Anonymous","59725",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-05T07:59:45.1445Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"2","API dan IAS","KNO","3","TOILET,P5 WANITA","KNO-TW-P05","5","Satisfied","5","Perfect and clean","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean",,,,"ac77a079-e55d-4f92-b643-ebf016b53e0f","Completed","New","05-06-2026 14:21:26","Anonymous","130748",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","English","2026-06-05T07:19:15.6596Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"3","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE WANITA","D.G.02.W","5","Satisfied","5","Toilet bersih & harum","Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"343d3b0b-e01e-4e32-b615-71e60d3c2324","Completed","New","05-06-2026 12:01:21","Anonymous","27527",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-05T05:00:54.0546Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"4","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04","5","Satisfied","5","Bersih /Wangi😍","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"14ef5c4f-41ec-4fce-9c19-f526b24fbae7","Completed","New","05-06-2026 10:06:46","Anonymous","136600",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-05T03:04:30.3195Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"5","API dan IAS","CGK T1","1","TOILET T1B - BOARDING ROOM T1B-3 PRIA","B. BL3. P","5","Satisfied","5","Oke",,"Neutral","5","5","5","5","5","5","Petugas ramah dan sopan",,,,"Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"47f5dafc-1dff-45d1-8b44-90125f0a9698","Completed","New","05-06-2026 08:50:21","Anonymous","56903",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-05T01:49:24.1047Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"6","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA","D.F.03.P","5","Satisfied","5","Toilet bersih & wangi","Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Cepat tanggap saat membantu penumpang|Berpenampilan rapi dengan seragam jelas|Petugas ramah dan sopan|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"ad147c3e-2e55-4ce5-abf0-ff42819e8f36","Completed","New","05-06-2026 07:30:42","Anonymous","375156",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-05T00:24:27.2635Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"7","API dan IAS","SUB","4","T1,LOBBY 1 ULTIMATE,PRIA","SUB-TOILE-T1-LOBBY 1 ULTIMATE,PRI","3","Neutral","3","Toilat yg di lobby keberangkatan citilink panas sekali","Odor Control, Ventilation, and Overall Comfort","Negative","5","5","5","5","5","5","Petugas ramah dan sopan",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Jumlah toilet mencukupi sehingga tidak ada antrean|Lokasi toilet mudah terlihat dan terjangkau",,,,"9006267b-6d62-41f8-8f49-7e9c25bee23a","Completed","New","05-06-2026 06:40:04","Anonymous","158335",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-04T23:37:26.0201Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"8","API dan IAS","YIA","4","TOILET CHEKIN BARAT WANITA","YIA-TOI-CB-W","5","Satisfied","5","Sudah baik, toilet wangi ada bunga segar di wastafel","Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"520e3d07-9755-4112-9ade-5da2ad2253d6","Completed","New","05-06-2026 06:37:03","Anonymous","98721",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-04T23:35:24.8315Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"9","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 WANITA","I.F.03.W","5","Satisfied","5","Toilet bersih","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Penerangan dan sirkulasi udara toilet baik|Toilet memiliki aroma yang wangi",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"c35a6fbc-49db-4a6a-8050-6f15d0ca9b79","Completed","New","05-06-2026 01:12:31","Anonymous","19035",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-04T18:12:12.6185Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
"10","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 WANITA","I.F.03.W","5","Satisfied","5","Toilet bersih","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"f3139f26-4dc2-499c-9f33-1e2d5e578af8","Completed","New","05-06-2026 01:12:07","Anonymous","21770",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-06-04T18:11:45.7245Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600",
