"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Staff (penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Staff (penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Fasilitas Toilet  (Toilet bowl, tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Fasilitas Toilet  (Toilet bowl, tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Campaign Id"
"1","API dan IAS","KNO","3","TOILET,A3 WANITA","KNO-TW-A03","5","Satisfied","5",,,,,,,,,,,,,,,,,,,,,,"2584febe-c380-45fe-8ef7-06e57cf457ec","Partial","New","09-04-2026 14:12:23","Anonymous",,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T07:12:10.6837Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"2","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE PRIA","D.G.02.P","4","Satisfied","4","Sangat bagus",,"Positive","4","4","4","4","4","4","Petugas ramah dan sopan",,,,"Ketersediaan tisu, sabun, air, dan hand dryer",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"9687bc25-5ef6-4f8d-9c54-fb7a133022a2","Completed","New","09-04-2026 14:44:55","Anonymous","46185",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T07:44:10.0275Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"3","API dan IAS","CGK T1","1","TOILET T1B - CORRIDOR AFTER SCP PRIA","CCD. B1","5","Satisfied","5","MasyaaAllah, petugas sangat ramah dan hasil kerja bagus, toilet, muahollah selalu terjaga bersih","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"5ea3b5b9-bad1-46a1-a671-dd2d53c0ccec","Completed","New","09-04-2026 13:58:29","Anonymous","160576",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T06:55:47.7524Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"4","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW","5","Satisfied","5","tolong yang wc duduknya cowok shower nya gak bisa nyiram min itu aja sih selebihnya good","Facility Maintenance and Upkeep","Neutral","5","5","5","5","5","5","Cepat tanggap saat membantu penumpang",,,,"Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar",,,,"028e14dd-c03b-457b-be2d-8a734439ad11","Completed","New","09-04-2026 13:56:10","Anonymous","93683",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T06:54:35.6608Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"5","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 16 PRIA","D.F.06.P","5","Satisfied","5","keren",,"Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"133d0533-d77e-4872-9407-628cb5aaf1aa","Completed","New","09-04-2026 13:50:10","Anonymous","72742",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T06:48:57.9594Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"6","API dan IAS","KNO","3","TOILET,D1 PRIA","KNO-TP-D01","5","Satisfied","5","Mantap",,"Positive","5","5","5","5","5","5","Petugas ramah dan sopan",,,,"Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"c93444af-4526-4cd8-8481-38539b178336","Completed","New","09-04-2026 12:00:49","Anonymous","67647",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T04:59:41.6813Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"7","API dan IAS","KNO","3","TOILET,P1 PRIA","KNO-TP-P01","5","Satisfied","5",,,,"5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"6f33b45e-4b04-4ae4-9c0a-6faf725353ce","Completed","New","09-04-2026 09:40:10","Anonymous","69570",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T02:38:58.7499Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"8","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW","4","Satisfied","4","The best",,"Positive","4","4","4","4","4","4","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"ec51ca12-158f-4c15-b7b4-f827a5b74d19","Completed","New","09-04-2026 09:00:57","Anonymous","102971",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T01:59:15.2568Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"9","API dan IAS","KNO","3","TOILET,P1 PRIA","KNO-TP-P01","5","Satisfied","5","pelayanan sangat sopan dan disiplin penuh","Customer Feedback, Complaint Handling, and Service Quality","Positive","5","5","5","5","5","5","Petugas ramah dan sopan",,,,"Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"f8a2645c-a33e-4f33-a699-6ad4fb37af4a","Completed","New","09-04-2026 08:50:00","Anonymous","51667",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T01:49:08.2699Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"10","API dan IAS","BPN","6","TOILET C8 - DIFABLE","BPN-TOILET-C8-DIFABLE","4","Satisfied","4","Pertahankan kebersihan","Cleanliness and Hygiene of Toilets","Positive","4","4","4","4","4","4","Petugas ramah dan sopan",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Penerangan dan sirkulasi udara toilet baik|Toilet memiliki aroma yang wangi|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean",,,,"8c9a1656-4c25-4edb-829b-428fae602213","Completed","New","09-04-2026 08:47:43","Anonymous","103185",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2026-04-09T01:45:59.5441Z",,,,,,,,,,,,,,,,"68b55898ba36f57e40594600"
