"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T3","1","CHECK IN T3 DOM","HCI.T3.DOM",,,,"5","Satisfied","5",,,,,,,,,,"701cd6ba-f0fd-4b21-ae87-544a1aa7d0e2","Partial",,"12-07-2026 17:04:36",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API","SUB","4","T1,DEPP 1","SUB-CHECK-T1-DEPP 1",,,,"5","Satisfied","5",,,,,,,,,,"6ff4442a-93ec-43a9-9632-5b2e52efc313","Partial",,"13-07-2026 08:45:03",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T3","1","CHECK IN T3 INT","HCI.T3.INT",,,,"1","Not Satisfied","1",,,,,,,,,,"631fb4a8-4e91-4459-8e23-865b768ff102","Partial",,"13-07-2026 14:24:51",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API","BPN","6","BOARDING LOUNGE 5","BPN-G5",,,,"5","Satisfied","5",,,,,,,,,,"5ac36439-09c3-496e-b889-419bcbdfc89d","Partial",,"12-07-2026 15:35:10",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API","BPN","6","BOARDING LOUNGE 9","BPN-G9",,,,"5","Satisfied","5","Great experience","Operational Efficiency and Overall Satisfaction (Flight Punctuality, Service Quality, Facility Improvements)","Positive","5","5","5","5","5","5","6bd1f4d7-a13b-4e37-9e02-1f892ba99984","Completed",,"12-07-2026 21:17:34",,"71813",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"2","Not Satisfied","2","CLEANER BERNAMA CHARLES MANURUNG TIDAK SOPAN KEPADA SESAMA PEKERJA MENUNJUKAN SIKAP TIDAK SUKA KEPADA KARYAWAN YANG MAU BEBERSIH DIKAMAR MANDI","Customer Service and Staff Behavior","Negative","1","1","4","4","4","4","a7531ec2-a0cd-4521-842a-d4c97eaed9b7","Completed",,"12-07-2026 16:52:50",,"162583",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA","D.F.03.P",,,,"5","Satisfied","5","Keep profesional","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","01fc17ab-3f2a-49c5-8eb0-0ec0e18dd30b","Completed",,"12-07-2026 16:55:18",,"68935",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T1","1","TOILET T1B - BOARDING ROOM T1B-5 PRIA","B. BL5. P",,,,"5","Satisfied","5","Bagus","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive","5","5","5","5","5","5","36cf89a5-6411-4a81-b3e4-830999e269c6","Completed",,"12-07-2026 18:03:44",,"89387",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","KNO","3","TOILET,A6 PRIA","KNO-TP-A06",,,,"5","Satisfied","5","Pertahankan sudah baik kebersihan dan pelayanan cleaning service nya","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive","5","5","5","5","5","5","aa82f42c-7e4c-4654-a1ae-106a0f9cb02e","Completed",,"12-07-2026 18:30:18",,"59457",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T3","1","TOILET T3 INT - PARKING WANITA","PI.02.S.W",,,,"4","Satisfied","4","Not about toilets but parking. Please provide us parking attendant",,"Neutral","5","5","5","5","5","5","0ff1d572-7900-4f07-a381-796603e1a0b2","Completed",,"12-07-2026 18:51:30",,"1694499",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
