"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Boarding Lounge kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Boarding Lounge kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Boarding Lounge kami?","Silakan berikan saran dan masukan Anda terkait Boarding Lounge kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait Boarding Lounge kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait Boarding Lounge kami (Opsional)","Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Boarding Lounge kami","Numeric_Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Boarding Lounge kami","Fasilitas Boarding Lounge (Tempat duduk, Layar Informasi, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Boarding Lounge kami","Numeric_Fasilitas Boarding Lounge (Tempat duduk, Layar Informasi, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Boarding Lounge kami","Alur & Pengelolaan Boarding Lounge-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Boarding Lounge kami","Numeric_Alur & Pengelolaan Boarding Lounge-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Boarding Lounge kami","Staff dan Petugas kami mana saja yang menurut Bapak / Ibu memberikan layanan yang Memuaskan?","Staff dan Petugas kami mana saja yang menurut Bapak / Ibu memberikan layanan yang Kurang Memuaskan?","Hal apa saja dari pelayanan Staff dan Petugas Boarding Lounge kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas Boarding Lounge kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Fasilitas Boarding Lounge kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Layar informasi penerbangan dan pengumuman jelas serta tepat waktu","Hal apa saja dari Fasilitas Boarding Lounge kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Alur & Pengelolaan Boarding Lounge kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Alur & Pengelolaan Boarding Lounge kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_4","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T1","1","BOARDING LOUNGE T1B-4","B.BL4","1","Not Satisfied","1","Ini sdh waktu boarding.. tapi petugas tidak ada satupun di tempat. Tolong bangunin petugasnya","Staff Behavior and Service Quality (Security, Customer Service, Ground Staff)","Negative","1","1","1","1","2","2",,,,,"Lambat atau tidak tanggap membantu penumpang|Jumlah petugas kurang sehingga antrian panjang",,,,"Informasi di layar tidak akurat atau terlambat diperbarui",,,,"Petunjuk menuju boarding gate membingungkan dan tidak jelas",,"4bd1f9a2-a879-4d48-8a53-9e37ec9eb843","Completed","New","19-12-2025 03:12:11","Anonymous","128255",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","745940c4-d7bf-4d30-a7ec-2a54f2041bf7",,,"true","False","QrCode","Bahasa","2025-12-18T20:10:02.9529Z",,,,,,,,,,,,,,,"68b55c58ba36f57e4059467a"
"2","API","YIA","4","BOARDING LOUNGE DOMESTIK / GATE 1B","YIA-BR1B","2","Not Satisfied","2","Jalannya muter2.. buat yg buru2 ini menyulitkan...","Waiting Time and Queue Management","Negative","5","5","3","3","3","3",,,"Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Instruksi jelas dan mudah dipahami|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,,,"Signage tidak ada atau kurang jelas",,,,"Lainnya","Manitor kurang banyak","7a67f1a1-c237-46fa-af1d-04bffbb84855","Completed","New","18-12-2025 16:16:15","Anonymous","207256",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","745940c4-d7bf-4d30-a7ec-2a54f2041bf7",,,"true","False","QrCode","Bahasa","2025-12-18T09:12:17.9904Z",,,,,,,,,,,,,,,"68b55c58ba36f57e4059467a"
