"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Fasilitas Toilet (Toilet bowl, Tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Fasilitas Toilet (Toilet bowl, Tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Akses & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Akses & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Akses & Pengelolaan Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Akses & Pengelolaan Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Campaign Id"
"1","SARINAH","THAMRIN","JAKARTA","TOILET","SARINAH-THAMRIN-TOILET LT G - F-01","5","Satisfied","5","mba mba yang di toilet GF sangat ramah & bersih.","Positive","5","5","5","5","5","5","Berpenampilan rapi dengan seragam jelas|Petugas ramah dan sopan|Cepat tanggap saat membantu pelanggan|Lainnya","memuaskan","Penampilan berantakan, seragam tidak rapi|Petugas tidak ramah dan kurang sopan|Lambat atau tidak tanggap membantu pelanggan|Lainnya","memuaskan","Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Ketersediaan tisu, sabun, air, dan hand dryer|Penerangan dan sirkulasi udara toilet baik|Toilet memiliki aroma yang wangi|Lainnya","memuaskan","Tisu, sabun, air, dan hand dryer tidak tersedia|Toilet bowl, urinoir, dan wastafel kotor dan tidak berfungsi dengan baik|Toilet memiliki aroma yang bau|Penerangan dan sirkulasi udara toilet tidak baik|Lainnya","memuaskan","Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Lokasi toilet mudah terlihat dan terjangkau|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih|Jumlah toilet mencukupi sehingga tidak ada antrean|Lainnya","memuaskan","Antrean toilet panjang karena jumlah toilet tidak mencukupi|Lokasi toilet susah dicari dan tidak terjangkau|Kondisi toilet kotor karena jadwal pembersihan tidak jelas|Proses penanganan masalah lambat sehingga aktivitas tidak berjalan dengan lancar|Lainnya","memuasakn","9ba522d9-0565-4b00-a2e5-09b753e707bf","Completed","New","21-01-2026 16:28:35","Anonymous","138055",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","c759a6de-386a-4dce-a875-f178906ac249",,,"true","False","QrCode","2026-01-21T09:26:16.6670Z",,,,,,,,,,,,,,"68b6e8161f3cc3c03afa5a5e"
